Component,Filename,File Format,HTAN Parent Data File ID,HTAN Data File ID,Data Category,Matrix Type,Linked Matrices,Cell Median Number Reads,Cell Median Number Genes,Cell Total,scRNAseq Workflow Type,scRNAseq Workflow Parameters Description,Workflow Link,Workflow Version,entityId,Id,Workflow End Datetime,Workflow Start Datetime
ScRNA-seqLevel3,single_cell_RNAseq_level_3/5898YX20.csv,csv,HTA11_11167_200000101112111,HTA11_11167_200000101113111,Gene Expression Quantification,Raw Counts,,4467.0,1672.0,669,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn26044216,935a82f5-e0ba-4208-85ab-bc546ce374f2,0/0/0000,0/0/0000
ScRNA-seqLevel3,single_cell_RNAseq_level_3/5898YX21.csv,csv,HTA11_11156_200000102112111,HTA11_11156_200000102113111,Gene Expression Quantification,Raw Counts,,4028.0,1537.0,83,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn26044217,73893cd3-53bc-4c33-8d63-313384a120de,0/0/0000,0/0/0000
ScRNA-seqLevel3,single_cell_RNAseq_level_3/5898YX22.csv,csv,HTA11_11156_200000101112111,HTA11_11156_200000101113111,Gene Expression Quantification,Raw Counts,,3554.5,1550.0,298,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn26044218,0ff30c1f-cf46-4df3-b060-deaf65627586,0/0/0000,0/0/0000
ScRNA-seqLevel3,single_cell_RNAseq_level_3/5898YX23.csv,csv,HTA11_7128_200000101112111,HTA11_7128_200000101113111,Gene Expression Quantification,Raw Counts,,3461.0,1413.5,168,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn26044222,656e2c9b-5e8d-4656-bbb6-db86b4c2b465,0/0/0000,0/0/0000
ScRNA-seqLevel3,single_cell_RNAseq_level_3/5898YX24CRCPatient.csv,csv,HTA11_99999974143_8462012111,HTA11_99999974143_8462013111,Gene Expression Quantification,Raw Counts,,4325.0,1646.0,1294,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn26044227,8a95c8c6-e2d2-4675-b8c1-cca9ed34fbf8,0/0/0000,0/0/0000
ScRNA-seqLevel3,single_cell_RNAseq_level_3/5898YX3.csv,csv,HTA11_7029_200000101112111,HTA11_7029_200000101113111,Gene Expression Quantification,Raw Counts,,3673.0,1716.0,684,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn26044168,f73da1ea-4eb5-4ee4-a4d0-fe599600054d,0/0/0000,0/0/0000
ScRNA-seqLevel3,single_cell_RNAseq_level_3/5898YX4.csv,csv,HTA11_7029_200000201112111,HTA11_7029_200000201113111,Gene Expression Quantification,Raw Counts,,6003.0,2158.0,929,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn26044170,bdb1902f-f7b8-49fc-b68f-e9baa7ccbe43,0/0/0000,0/0/0000
ScRNA-seqLevel3,single_cell_RNAseq_level_3/5898YX5.csv,csv,HTA11_7956_200000101112211,HTA11_7956_200000101113211,Gene Expression Quantification,Raw Counts,,6493.0,2087.0,636,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn26044171,4f88f2d0-3a90-4cd1-bef9-e29c14609606,0/0/0000,0/0/0000
ScRNA-seqLevel3,single_cell_RNAseq_level_3/5898YX6.csv,csv,HTA11_7696_300071101112111,HTA11_7696_300071101113111,Gene Expression Quantification,Raw Counts,,4493.0,1902.0,1289,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn26044176,141e36f4-5dee-49a8-9960-64ae819aecfc,0/0/0000,0/0/0000
ScRNA-seqLevel3,single_cell_RNAseq_level_3/5898YX7.csv,csv,HTA11_7696_300071201112111,HTA11_7696_300071201113111,Gene Expression Quantification,Raw Counts,,5807.5,2183.5,754,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn26044180,1e902411-657a-4d12-82c2-6872b751ece8,0/0/0000,0/0/0000
ScRNA-seqLevel3,single_cell_RNAseq_level_3/5898YX8.csv,csv,HTA11_6182_200000101112111,HTA11_6182_200000101113111,Gene Expression Quantification,Raw Counts,,4795.0,2009.0,423,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn26044181,cfd9ffaa-3248-4755-b9e2-e91eac4b98d5,0/0/0000,0/0/0000
ScRNA-seqLevel3,single_cell_RNAseq_level_3/5898YX9.csv,csv,HTA11_6182_200000202112111,HTA11_6182_200000202113111,Gene Expression Quantification,Raw Counts,,8366.5,2491.0,52,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn26044182,fb972511-5e84-420e-a5c7-5a9cc7528f5d,0/0/0000,0/0/0000
ScRNA-seqLevel3,single_cell_RNAseq_level_3/6034YX1CRCPatient.csv,csv,HTA11_99999973458_8379812111,HTA11_99999973458_8379813111,Gene Expression Quantification,Raw Counts,,1618.5,1001.5,754,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn26044228,badecfaf-c5af-4622-aa3f-fef964f289f3,0/0/0000,0/0/0000
ScRNA-seqLevel3,single_cell_RNAseq_level_3/6034YX3CRCPatient.csv,csv,HTA11_99999973899_8430712111,HTA11_99999973899_8430713111,Gene Expression Quantification,Raw Counts,,3096.0,1459.0,1419,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn26044229,c0efa749-e2a6-41ef-8246-a82997e6befb,0/0/0000,0/0/0000
ScRNA-seqLevel3,single_cell_RNAseq_level_3/6034YX6CRCPatient.csv,csv,HTA11_99999971662_8245712211,HTA11_99999971662_8245713211,Gene Expression Quantification,Raw Counts,,4174.0,1804.0,1365,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn26044233,7b323174-ed57-4d60-93aa-ad0ff63f75c1,0/0/0000,0/0/0000
ScRNA-seqLevel3,single_cell_RNAseq_level_3/6412-YX-10_epi.csv,csv,HTA11_8930_200000202112111,HTA11_8930_200000202113111,Gene Expression Quantification,Raw Counts,,3988.0,1643.0,733,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069011,77fca66c-9aa2-4d47-adc1-e2e01d6b6783,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/6412-YX-10_immune.csv,csv,HTA11_8930_200000202112111,HTA11_8930_200000202113112,Gene Expression Quantification,Raw Counts,,508.0,374.0,24,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069096,0329ddb4-7845-4bd7-a525-3885af3a40d4,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/6412-YX-11_epi.csv,csv,HTA11_8471_200000101112111,HTA11_8471_200000101113111,Gene Expression Quantification,Raw Counts,,5687.0,2198.0,981,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069012,0f5ca839-b828-43df-8358-dfb84e6d360d,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/6412-YX-11_immune.csv,csv,HTA11_8471_200000101112111,HTA11_8471_200000101113112,Gene Expression Quantification,Raw Counts,,260.5,198.5,42,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069097,5d0ff483-42f7-46ab-93e2-871b46368224,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/6412-YX-12_epi.csv,csv,HTA11_8471_200000201112111,HTA11_8471_200000201113111,Gene Expression Quantification,Raw Counts,,3505.5,1545.5,164,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069013,38d262b9-1684-447a-8651-89c5c46bb766,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/6412-YX-12_immune.csv,csv,HTA11_8471_200000201112111,HTA11_8471_200000201113112,Gene Expression Quantification,Raw Counts,,1174.0,667.0,481,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069098,6d836ec5-718a-4ea0-a2d4-fdf8263ea16b,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/6412-YX-13_epi.csv,csv,HTA11_8890_200000101112111,HTA11_8890_200000101113111,Gene Expression Quantification,Raw Counts,,4811.0,1838.0,1039,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069014,a6ff52c8-7a88-460b-9e8e-5adf91111fcc,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/6412-YX-13_immune.csv,csv,HTA11_8890_200000101112111,HTA11_8890_200000101113112,Gene Expression Quantification,Raw Counts,,869.0,566.0,85,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069099,76562f1a-8f2a-40df-a64e-84d6e2777b61,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/6412-YX-14_epi.csv,csv,HTA11_8890_200000201112111,HTA11_8890_200000201113111,Gene Expression Quantification,Raw Counts,,3839.0,1747.0,1411,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069015,b53226ff-ae76-441f-be9c-43f5990fc154,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/6412-YX-14_immune.csv,csv,HTA11_8890_200000201112111,HTA11_8890_200000201113112,Gene Expression Quantification,Raw Counts,,1272.0,800.0,84,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069100,53a3e1c5-bc5b-4129-85c6-ca062819f075,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/6412-YX-15_epi.csv,csv,HTA11_8890_200000202112111,HTA11_8890_200000202113111,Gene Expression Quantification,Raw Counts,,4388.0,1831.0,1109,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069016,a24123c5-b170-47a9-a03d-8ba2448f9ca6,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/6412-YX-15_immune.csv,csv,HTA11_8890_200000202112111,HTA11_8890_200000202113112,Gene Expression Quantification,Raw Counts,,1069.0,699.0,55,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069101,e0f767c7-7f8b-41d6-8746-3456a127b503,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/6412-YX-16_epi.csv,csv,HTA11_9226_200000101112111,HTA11_9226_200000101113111,Gene Expression Quantification,Raw Counts,,6003.0,1957.5,684,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069017,f102e75a-fded-4ceb-b67e-f94f44fde873,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/6412-YX-16_immune.csv,csv,HTA11_9226_200000101112111,HTA11_9226_200000101113112,Gene Expression Quantification,Raw Counts,,972.5,588.0,154,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069102,31a834aa-8b52-4674-a912-419e869ba7b6,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/6412-YX-17_epi.csv,csv,HTA11_9226_200000202112111,HTA11_9226_200000202113111,Gene Expression Quantification,Raw Counts,,5358.0,2115.0,821,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069018,b4a43f28-fab9-4986-88f1-939a688e44af,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/6412-YX-17_immune.csv,csv,HTA11_9226_200000202112111,HTA11_9226_200000202113112,Gene Expression Quantification,Raw Counts,,657.5,482.0,50,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069103,7d9b2756-4ee0-4b8b-8493-b45168177d43,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/6412-YX-18_epi.csv,csv,HTA11_9226_200000201112111,HTA11_9226_200000201113111,Gene Expression Quantification,Raw Counts,,3320.0,1544.0,811,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069019,d86d96a8-220b-4b96-b0fe-c529a6c8de48,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/6412-YX-18_immune.csv,csv,HTA11_9226_200000201112111,HTA11_9226_200000201113112,Gene Expression Quantification,Raw Counts,,1632.0,893.0,475,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069104,87036c47-d3b1-4435-a569-02bfb66a84e0,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/6412-YX-19_epi.csv,csv,HTA11_6407_200000102112111,HTA11_6407_200000102113111,Gene Expression Quantification,Raw Counts,,4019.5,1827.0,1616,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069020,dc38209f-e529-48fe-ae51-219abbb1f0c6,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/6412-YX-19_immune.csv,csv,HTA11_6407_200000102112111,HTA11_6407_200000102113112,Gene Expression Quantification,Raw Counts,,1818.5,847.0,48,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069105,fab88d19-6285-4388-a277-693a93869777,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/6412-YX-1_epi.csv,csv,HTA11_7821_200000101112111,HTA11_7821_200000101113111,Gene Expression Quantification,Raw Counts,,3450.5,1675.0,1316,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069021,2818071d-7e27-492b-8f25-4f6ff08bc16c,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/6412-YX-1_immune.csv,csv,HTA11_7821_200000101112111,HTA11_7821_200000101113112,Gene Expression Quantification,Raw Counts,,6692.0,2124.0,109,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069106,6f06c5c0-6893-4e9e-ae1f-614d5eaff477,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/6412-YX-20_epi.csv,csv,HTA11_6407_200000202112111,HTA11_6407_200000202113111,Gene Expression Quantification,Raw Counts,,3408.5,1563.5,1044,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069022,629c4b00-361a-458b-a8b5-87d83c2d2967,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/6412-YX-20_immune.csv,csv,HTA11_6407_200000202112111,HTA11_6407_200000202113112,Gene Expression Quantification,Raw Counts,,3465.0,1463.0,13,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069107,e4e549e1-4649-4cd1-83b4-d5e3b21cd46c,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/6412-YX-21_epi.csv,csv,HTA11_6407_200000201112111,HTA11_6407_200000201113111,Gene Expression Quantification,Raw Counts,,3957.5,1727.0,670,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069023,87343593-c631-4ae1-b14b-6f10dc40896d,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/6412-YX-21_immune.csv,csv,HTA11_6407_200000201112111,HTA11_6407_200000201113112,Gene Expression Quantification,Raw Counts,,3348.0,1365.0,299,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069108,faa3b717-6d23-4455-8691-c01d042d4a57,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/6412-YX-22_epi.csv,csv,HTA11_8755_200000101112111,HTA11_8755_200000101113111,Gene Expression Quantification,Raw Counts,,5394.5,2140.5,878,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069024,b9f84494-a8a2-47a9-8993-902191c86a50,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/6412-YX-22_immune.csv,csv,HTA11_8755_200000101112111,HTA11_8755_200000101113112,Gene Expression Quantification,Raw Counts,,1472.5,899.5,36,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069109,2539b7d5-43ff-41df-bc77-84b297e0f7a2,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/6412-YX-23_epi.csv,csv,HTA11_8755_200000102112111,HTA11_8755_200000102113111,Gene Expression Quantification,Raw Counts,,4046.0,1670.0,1425,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069025,5aa10ab3-de99-441d-add2-f432d8c5ef4d,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/6412-YX-23_immune.csv,csv,HTA11_8755_200000102112111,HTA11_8755_200000102113112,Gene Expression Quantification,Raw Counts,,1580.5,967.5,34,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069110,be59066e-f131-4648-9f8a-8ecab14d1917,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/6412-YX-24_epi.csv,csv,HTA11_8755_200000201112111,HTA11_8755_200000201113111,Gene Expression Quantification,Raw Counts,,4127.0,1651.0,2095,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069026,c064a5bf-6f42-4905-a974-6592a0c729a2,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/6412-YX-24_immune.csv,csv,HTA11_8755_200000201112111,HTA11_8755_200000201113112,Gene Expression Quantification,Raw Counts,,2232.0,1205.5,190,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069111,dd80657a-e81e-40c9-b2ab-26599aae42ea,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/6412-YX-3_epi.csv,csv,HTA11_7821_200000201112111,HTA11_7821_200000201113111,Gene Expression Quantification,Raw Counts,,3910.0,1652.5,450,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069027,a48927b4-442b-487d-b3c9-69cc2e6598e2,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/6412-YX-3_immune.csv,csv,HTA11_7821_200000201112111,HTA11_7821_200000201113112,Gene Expression Quantification,Raw Counts,,8563.0,2332.5,28,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069112,a2ab4210-18a6-4084-95e9-cb38b47f988a,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/6412-YX-4_epi.csv,csv,HTA11_7821_200000202112111,HTA11_7821_200000202113111,Gene Expression Quantification,Raw Counts,,4256.0,1733.0,997,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069028,6070c5a8-4ef1-43e3-a45a-42f166f3885d,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/6412-YX-4_immune.csv,csv,HTA11_7821_200000202112111,HTA11_7821_200000202113112,Gene Expression Quantification,Raw Counts,,6918.0,2371.0,15,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069113,72a2b55f-6b43-47f8-badd-c17ccea1f3b4,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/6412-YX-5_epi.csv,csv,HTA11_9829_200000101112111,HTA11_9829_200000101113111,Gene Expression Quantification,Raw Counts,,4616.5,1899.5,684,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069029,676907e5-e4bf-4198-a6b7-3ac2dfd03a0c,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/6412-YX-5_immune.csv,csv,HTA11_9829_200000101112111,HTA11_9829_200000101113112,Gene Expression Quantification,Raw Counts,,7225.0,2038.0,150,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069114,53681a85-5408-49f7-8963-1e50849cea25,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/6412-YX-6_epi.csv,csv,HTA11_9829_200000201112111,HTA11_9829_200000201113111,Gene Expression Quantification,Raw Counts,,3420.0,1483.0,240,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069030,347c5998-d425-4a42-b527-f56f90ec7d87,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/6412-YX-6_immune.csv,csv,HTA11_9829_200000201112111,HTA11_9829_200000201113112,Gene Expression Quantification,Raw Counts,,9290.0,2352.0,1,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069115,dde2b630-3bed-48cc-a9a2-1f2f9de59df9,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/6412-YX-7_epi.csv,csv,HTA11_8930_200000101112111,HTA11_8930_200000101113111,Gene Expression Quantification,Raw Counts,,5008.5,1773.5,1072,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069031,81e9242f-7ed3-434f-80cf-b476b9318ad8,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/6412-YX-7_immune.csv,csv,HTA11_8930_200000101112111,HTA11_8930_200000101113112,Gene Expression Quantification,Raw Counts,,1637.5,885.5,80,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069116,d81eaef2-3178-45f6-9d70-cf407ebffe63,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/6412-YX-8_epi.csv,csv,HTA11_8930_200000102112111,HTA11_8930_200000102113111,Gene Expression Quantification,Raw Counts,,4390.5,1623.0,1102,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069033,aa477d22-dc32-4e61-bb84-05b5b333362b,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/6412-YX-8_immune.csv,csv,HTA11_8930_200000102112111,HTA11_8930_200000102113112,Gene Expression Quantification,Raw Counts,,438.0,336.0,90,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069117,9e82fa78-b70d-411c-ab6f-1c503bcb9200,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/6412-YX-9_epi.csv,csv,HTA11_8930_200000201112111,HTA11_8930_200000201113111,Gene Expression Quantification,Raw Counts,,3635.5,1564.0,1210,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069034,a8e7a1a6-348d-4d4a-87de-87baf84bba56,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/6412-YX-9_immune.csv,csv,HTA11_8930_200000201112111,HTA11_8930_200000201113112,Gene Expression Quantification,Raw Counts,,578.0,397.0,83,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069118,a5937207-1a82-49ce-a83b-4c3a417cf368,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7132-YX-1_epi.csv,csv,HTA11_14651_200000101112111,HTA11_14651_200000101113111,Gene Expression Quantification,Raw Counts,,3343.5,1126.0,606,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069035,9b8b759d-6edc-4f9d-9743-7cf83fbfb8a8,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7132-YX-1_immune.csv,csv,HTA11_14651_200000101112111,HTA11_14651_200000101113112,Gene Expression Quantification,Raw Counts,,5698.5,1931.5,90,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069119,d1715b3d-6447-4af3-b420-bcfe65bca1ea,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7133-YX-10_epi.csv,csv,HTA11_10466_200000101112111,HTA11_10466_200000101113111,Gene Expression Quantification,Raw Counts,,3436.0,1397.5,2170,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069037,8ca93538-3031-4147-b439-89c1df97f45e,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7133-YX-10_immune.csv,csv,HTA11_10466_200000101112111,HTA11_10466_200000101113112,Gene Expression Quantification,Raw Counts,,824.0,523.0,49,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069120,65ffd9de-ce89-4afb-8d55-5ba5f757b86a,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7133-YX-11_epi.csv,csv,HTA11_10466_200000102112111,HTA11_10466_200000102113111,Gene Expression Quantification,Raw Counts,,2209.0,1158.0,859,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069038,b97c7a00-cf70-4a75-842c-a37f5c30fa6e,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7133-YX-11_immune.csv,csv,HTA11_10466_200000102112111,HTA11_10466_200000102113112,Gene Expression Quantification,Raw Counts,,817.0,547.0,31,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069121,ee5a963b-062c-4a94-b982-777b4bd2540f,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7133-YX-12_epi.csv,csv,HTA11_10466_200000201112111,HTA11_10466_200000201113111,Gene Expression Quantification,Raw Counts,,2288.0,905.0,119,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069039,acef4bad-2ec3-4ba7-9531-ec6bafef1e87,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7133-YX-12_immune.csv,csv,HTA11_10466_200000201112111,HTA11_10466_200000201113112,Gene Expression Quantification,Raw Counts,,0.0,0.0,0,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069123,f8c7deb0-12fc-42f6-a94f-2a3255f0e0f4,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7133-YX-13_epi.csv,csv,HTA11_3997_200000101112111,HTA11_3997_200000101113111,Gene Expression Quantification,Raw Counts,,4535.0,1721.0,97,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069040,d85b2332-e578-4aad-bfd8-fd40e2d2a306,,
